Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 0,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 0,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
KAR Govt Quota-Open,GMH,Karnataka,Karwar Inst of Med Sciences,PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",650,4915(1),4450(1),9733(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,Karwar Inst of Med Sciences,OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",650,5069(1),5069(1),9813(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"SSIMS & RC, Davangere",RADIO DIAGNOSIS,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",1190,9733(1),10170(1),10170(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Raichur IMS, Raichur",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,3965(1),4370(1),10173(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,Kodagu Inst of Med Sciences,OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",600,4733(1),4733(1),10182(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Hassan IMS, Hassan",RADIO DIAGNOSIS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,2404(1),2404(1),10282(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"VIMS, Bellary",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,10341(1),10341(1),10341(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"ESIC Med Coll,Gulbarga",OBG,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,6940(1),6940(1),10348(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Kempegowda IMS, Bangalore",GENERAL MEDICINE,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1100,9014(1),9014(1),10389(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"ESIC Med Coll,Gulbarga",OPHTHALMOLOGY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,10417(1),10417(1),10417(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"Koppal Inst of MS, Koppal",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,4909(1),4909(1),10503(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"ESI, Bangalore",OBG,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,6406(1),6269(1),10519(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"JJM Med Coll, Davangere",PAEDIATRICS,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,10269(1),10269(1),10629(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,4106(1),4501(1),10898(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Father Mullers, Mangalore",RADIO DIAGNOSIS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,11088(1),10919(1),10919(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Belagavi IMS, Belagavi",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,3494(1),3494(1),11144(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"VIMS, Bellary",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,7320(1),4727(1),11166(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"SDM College, Dharwad",RADIO DIAGNOSIS,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,2730(1),2730(1),11169(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"ESIC Med Coll,Gulbarga",GENERAL MEDICINE,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,6320(1),3805(1),11524(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Mandya IMS, Mandya",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,8686(1),8686(1),11541(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"MRMC, Gulbarga",PAEDIATRICS,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,9255(1),8074(1),11543(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"ESI, Bangalore",ORTHOPAEDICS,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,4636(1),4636(1),11547(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"KVG Med Coll, Sullia",DERMATOLOGY,"₹13,88,744*","₹7,500",1*,"₹50,00,000*",682,7427(1),5594(1),11569(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"MRMC, Gulbarga",DERMATOLOGY,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,11569(1),4935(1),4935(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"KIMS, Hubli",DERMATOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,8834(1),8834(1),11600(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,Karwar Inst of Med Sciences,OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",650,8344(1),7334(1),11941(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SSIMS & RC, Davangere",OBG,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,8840(1),8840(1),11947(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Hassan IMS, Hassan",ANATOMY,"₹41,650*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,11988(1),-,-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"MS Ramaiah, Bangalore",OBG,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,8182(1),8182(1),12003(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Bangalore Med Coll, Bangalore",TBRD,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,3805(1),4915(1),12038(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SSIMS & RC, Davangere",GENERAL MEDICINE,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",1190,6546(1),6340(1),12062(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Al-Ameen, Bijapur",GENERAL MEDICINE,"₹7,83,858*","₹9,000*",1*,"₹50,00,000*",1040,-,-,12082(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"AJIMS, Mangalore",PAEDIATRICS,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",910,5628(1),5628(1),12304(2),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MU,Karnataka,"AJIMS, Mangalore",DERMATOLOGY,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",910,12305(1),12305(1),12305(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Akash IMS,Devanhalli,Bangalore",DERMATOLOGY,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,12406(1),8904(1),8904(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"ESI, Bangalore",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,-,-,12545(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SMC, Shimoga",GENERAL MEDICINE,-,-,-,-,1250,-,-,-,12682(1),-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",RADIO DIAGNOSIS,"₹33,69,950*","₹45,000*",1*,"₹50,00,000*",670,11838(1),11838(1),12711(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"JJM Med Coll, Davangere",RADIO DIAGNOSIS,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,2285(1),2160(1),3965(1),12754(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1H,Karnataka,"IGICH, Bangalore",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,3792(1),2898(1),12770(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"JJM Med Coll, Davangere",DERMATOLOGY,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,10660(1),12082(1),12780(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"DR BR Ambedkar, Bangalore",DERMATOLOGY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",570,3485(1),3485(1),12803(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BH,Karnataka,"MRMC, Gulbarga",PAEDIATRICS,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,10154(1),9255(1),12810(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Bangalore Med Coll, Bangalore",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,5606(1),6828(1),12879(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"Mysore Med Coll, Mysore",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,6476(1),6476(1),12961(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Mysore Med Coll, Mysore",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,4766(1),4766(1),12998(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"KIMS, Hubli",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,5731(1),5731(1),13002(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"MRMC, Gulbarga",GENERAL MEDICINE,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,5763(1),5763(1),13031(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"Srinivasa IMS, Srinivasanagar",GENERAL MEDICINE,"₹8,08,858*","₹29,000*",1*,"₹50,00,000*",660,9067(1),9067(1),13041(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"MRMC, Gulbarga",GENERAL MEDICINE,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,8856(1),7627(1),13043(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"MS Ramaiah, Bangalore",OBG,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,10519(1),7460(1),13108(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"KIMS, Hubli",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,6989(1),6989(1),13141(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"AIMS, Adichunchanagiri, Bellur",PAEDIATRICS,"₹7,83,858*","₹23,750",1*,"₹50,00,000*",1120,7665(1),8527(1),13161(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Nijalingappa, Bagalkot",GENERAL MEDICINE,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1140,6988(1),6554(1),13325(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"Khaja Bandanawaz, Gulbarga",GENERAL MEDICINE,"₹7,98,858*","₹30,000*",1*,"₹50,00,000*",833,13339(1),10173(1),13339(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"AJIMS, Mangalore",GENERAL MEDICINE,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",910,10180(1),10180(1),13400(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,STG,Karnataka,"IGICH, Bangalore",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,13609(1),13609(1),13609(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Shridevi IMS, Tumkur",RADIO DIAGNOSIS,"₹7,83,858*",Info not available*,1*,"₹50,00,000*",750,13653(1),13653(1),13653(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,7613(1),7613(1),13763(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Bangalore Med Coll, Bangalore",TBRD,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,5251(1),5251(1),13770(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"DR BR Ambedkar, Bangalore",OBG,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",570,13108(1),12536(1),13887(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"MRMC, Gulbarga",DERMATOLOGY,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,8904(1),7333(1),14179(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Kasturba Med Coll, Mangalore",GENERAL MEDICINE,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",1290,12304(1),14205(1),14205(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Akash IMS,Devanhalli,Bangalore",PAEDIATRICS,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,8021(1),8021(1),14682(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"Belagavi IMS, Belagavi",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,8155(1),8155(1),14803(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Basaveswara, Chitradurga",PAEDIATRICS,"₹13,88,744*","₹5,000*",1*,"₹50,00,000*",500,13399(1),12071(1),14897(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"MRMC, Gulbarga",OBG,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,10111(1),10111(1),14915(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Koppal Inst of MS, Koppal",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,11144(1),8184(1),14991(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SDM College, Dharwad",EMERGENCY MEDICINE,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,14205(1),7670(1),15172(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Mysore Med Coll, Mysore",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,9110(1),9110(1),15189(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"SDM College, Dharwad",OBG,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,11169(1),10629(1),15412(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Shridevi IMS, Tumkur",DERMATOLOGY,"₹7,83,858*",Info not available*,1*,"₹50,00,000*",750,5390(1),5390(1),15454(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Father Mullers, Mangalore",OBG,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,11534(1),15468(1),15468(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"MS Ramaiah, Bangalore",OBG,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,13205(1),12780(1),15517(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Akash IMS,Devanhalli,Bangalore",PAEDIATRICS,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,13161(1),9759(1),15532(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MU,Karnataka,"Srinivasa IMS, Srinivasanagar",RADIO DIAGNOSIS,"₹70,40,750*","₹29,000*",1*,"₹50,00,000*",660,15547(1),13935(1),13935(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"AIMS, Adichunchanagiri, Bellur",OBG,"₹7,83,858*","₹23,750",1*,"₹50,00,000*",1120,10636(1),10636(1),15586(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MVJMC&RH, Bangalore",PAEDIATRICS,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",833,13529(1),12803(1),15633(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"KVG Med Coll, Sullia",PAEDIATRICS,"₹7,83,858*","₹7,500",1*,"₹50,00,000*",682,12964(1),12964(1),15740(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"St John's, Bangalore",PSYCHIATRY,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,11840(1),16153(1),16153(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Srinivasa IMS, Srinivasanagar",OBG,"₹8,08,858*","₹29,000*",1*,"₹50,00,000*",660,15141(1),15141(1),16175(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Raichur IMS, Raichur",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,5995(1),5196(1),16231(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"AJIMS, Mangalore",GENERAL SURGERY,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",910,9440(1),10423(1),16307(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Belagavi IMS, Belagavi",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,9531(1),8344(1),16374(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Basaveswara, Chitradurga",GENERAL MEDICINE,"₹13,88,744*","₹5,000*",1*,"₹50,00,000*",500,8696(1),8525(1),16381(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"VIMS, Bellary",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,-,-,16450(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"SSIMS & RC, Davangere",EMERGENCY MEDICINE,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,16510(1),15678(1),16510(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Shridevi IMS, Tumkur",GENERAL MEDICINE,"₹13,88,744*",Info not available*,1*,"₹50,00,000*",750,10191(1),8856(1),16533(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"Akash IMS,Devanhalli,Bangalore",GENERAL MEDICINE,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,10173(1),11368(1),16579(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"DR BR Ambedkar, Bangalore",OBG,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",570,13907(1),10642(1),16603(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Gulbarga IMS, Gulbarga",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",873,9463(1),7320(1),16613(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"VIMS (Vydehi), Bangalore",OPHTHALMOLOGY,"₹13,88,744*","₹29,000*",1*,"₹50,00,000*",1600,16345(1),16345(1),16762(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"KIMS, Hubli",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,5654(1),5654(1),16852(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SSIMS & RC, Davangere",TBRD,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,10899(1),8985(1),16987(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Navodaya Med Coll, Raichur",GENERAL MEDICINE,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1110,10387(1),8696(1),17031(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MRMC, Gulbarga",PAEDIATRICS,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,11543(1),9683(1),17049(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Bangalore Med Coll, Bangalore",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,6609(1),11791(1),17118(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MRMC, Gulbarga",OBG,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,13589(1),13589(1),17120(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"St John's, Bangalore",ENT,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,7036(1),17123(1),17187(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Oxford Med Coll, Bangalore",GENERAL MEDICINE,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",770,9999(1),9999(1),17220(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Al-Ameen, Bijapur",GENERAL MEDICINE,"₹7,83,858*","₹9,000*",1*,"₹50,00,000*",1040,10389(1),10389(1),17515(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Raichur IMS, Raichur",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,7845(1),7275(1),17534(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Sapthagiri IMS&RC, Bangalore",OBG,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,17483(1),14127(1),17922(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Al-Ameen, Bijapur",OBG,"₹7,83,858*","₹9,000*",1*,"₹50,00,000*",1040,13887(1),17922(1),18193(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MM1,Karnataka,"Al-Ameen, Bijapur",RADIO DIAGNOSIS,"₹13,88,744*","₹9,000*",1*,"₹50,00,000*",1040,18211(1),18211(1),18211(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Gadag IMS, Gadag",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,12514(1),12514(1),18212(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"SMC, Shimoga",PAEDIATRICS,"₹13,88,744*",Info not available,1*,"₹50,00,000*",1250,14897(1),12775(1),18265(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"DR BR Ambedkar, Bangalore",PAEDIATRICS,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",570,7964(1),7964(1),18341(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Al-Ameen, Bijapur",RADIO DIAGNOSIS,"₹13,88,744*","₹9,000*",1*,"₹50,00,000*",1040,7719(1),5272(1),10807(1),18351(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Mysore Med Coll, Mysore",TBRD,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,2385(1),2385(1),18369(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Kempegowda IMS, Bangalore",TBRD,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,7242(1),6648(1),18557(2),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"SMC, Shimoga",RADIO DIAGNOSIS,-,-,-,-,1250,18564(1),18564(1),18564(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"VIMS, Bellary",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,10007(1),10007(1),18800(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Al-Ameen, Bijapur",PAEDIATRICS,"₹7,83,858*","₹9,000*",1*,"₹50,00,000*",1040,12720(1),13339(1),18962(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"KVG Med Coll, Sullia",OBG,"₹13,88,744*","₹7,500",1*,"₹50,00,000*",682,14039(1),13734(1),18990(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Koppal Inst of MS, Koppal",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,12057(1),12057(1),19080(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Kempegowda IMS, Bangalore",PSYCHIATRY,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1100,19081(1),16918(1),19081(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,Karwar Inst of Med Sciences,ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",650,8451(1),8451(1),19196(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Bangalore Med Coll, Bangalore",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,12780(1),8687(1),19251(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"ESIC Med Coll,Gulbarga",ANAESTHESIOLOGY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,-,-,19368(1),-,-,-,-,-,-,-,-,-,-
